topicIdx,short,conf,usercode,created,long,version,mode,key,wordNum,duration,randomImage_idx
35,companys upper management,4,ALBTQ2L6,2015-03-05T11:43:43,A listing of compaies and their upper management,4,wordcloud,5685925472370688,5,205,5
5,Travel,4,H93GOXRT,2015-03-04T04:22:39,This concept is about travel.,4,word,5686943379619840,10,13,5
14,Medical Research,3,1NNGXA4U,2015-03-05T15:33:40,Medical research shows that this drug can help with this condition.,4,topic-in-a-box,5687283218907136,5,42,5
18,cities,5,3C0QZYGC,2015-03-05T18:06:30,cities in california,4,word,5687568028925952,10,9,3
34,Ecosystem,3,TZIBRM0T,2015-03-04T15:42:25,Trees grow from water garnered from melted snow ,4,wordcloud,5689423454797824,5,41,5
42,widow,3,H8DYUZBJ,2015-03-04T04:37:30,Woman without husband because he died.,4,word,5690019649945600,5,12,2
34,tree survival winter,3,5CWDK6FV,2015-03-05T12:45:58,Trees and animals survive through the winter.,4,word,5690145009303552,20,38,3
36,New building,4,587FF07K,2015-03-05T15:14:00,City project under construction.,4,word,5690667116265472,10,200,4
0,Sales ad,4,SW1R887L,2015-03-03T09:11:26,Looks like agreocery store ad,4,wordcloud,5691053394886656,20,71,1
45,automobiles,4,QBKE36IN,2015-03-05T19:28:47,Words associated with automobiles.,4,topic-in-a-box,5691348673888256,20,58,3
49,Chinese train,3,IYXV1YM4,2015-03-09T04:58:24,There is a train in Hong Kong China that the Chinese use. ,4,topic-in-a-box,5692350743445504,5,89,3
6,global relations,3,MOUWSOAV,2015-03-05T16:48:10,How one country is made up and how it is connected to another country,4,topic-in-a-box,5692566833987584,5,38,3
30,US Iraq War,5,EGXSGF9O,2015-03-05T12:37:42,The war between the United States and Iraq.,4,histogram,5693417237512192,5,26,5
43,Parenting,4,NH4Q8WV7,2015-03-05T16:52:15,The care and nurturing of children by birth or adoptive parents,4,word,5694303074516992,20,51,5
26,Jazz album,5,UX73BTS0,2015-03-05T18:25:54,A jazz band recorded an album with several songs of their original music.,4,wordcloud,5694834039848960,5,25,2
27,Fashion,3,S0WUKFNK,2015-03-05T16:07:39,A look at culture as it pertains to fashion and design,4,topic-in-a-box,5695265684062208,10,29,5
28,Nuclear war,3,W6ZFK2CA,2015-03-05T12:41:05,Risk of nuclear war in America ,4,histogram,5696605713858560,10,43,5
5,Local entertainment,4,LYGLGU1K,2015-03-06T00:51:35,Lodging and local entertainment ,4,histogram,5697308477882368,20,242,2
0,Health,4,4ER7ZDG9,2015-03-05T18:54:16,"I believe these revolve around health, like why smoking is bad, and why you should take fish oil.",4,wordcloud,5698013926260736,5,78,1
0,Dog health,3,9N0AG0GJ,2015-03-05T15:38:37,Dog health including food and ingredients.,4,topic-in-a-box,5698751586893824,10,55,5
24,NFL Playoff Game,2,JBHBJG85,2015-03-05T17:23:07,This is a set of articles about an NFL playoff game between the patriots and the colts.,4,word,5699182694236160,20,47,1
29,dishonest marketing,4,GD3JVK0U,2015-03-05T21:10:53,These words are from articles discussing bad and dishonest ads and other marketing ploys.,4,wordcloud,5699369525313536,10,52,2
46,art ,4,3J8AU92A,2015-03-05T23:28:42, art on the streets and on museums,4,word,5702050121777152,10,81,1
33,social acceptance,3,31Q82D58,2015-03-05T18:24:50,Study on what makes a person more likable.,4,word,5703202783625216,20,31,3
22,Family housing,3,TBCQ96Z0,2015-03-03T02:49:46,Family housing shifts from apartment rentals to homes over time.,4,topic-in-a-box,5706395554938880,20,154,5
12,Internet video site,3,XCE2IJ0O,2015-03-05T20:36:11,A video webpage and the company that brought it together,4,word,5706611377045504,10,84,5
40,Basketball,4,SZJT6AQZ,2015-03-07T01:50:35,Basketball players play many games in a season,4,histogram,5707497214050304,10,46,1
0,smoking in heat,1,O3YL8D4T,2015-03-09T04:08:44,How heat affects smokers.,4,histogram,5708028179382272,5,90,1
33,Salary,3,4F4KDGR7,2015-03-03T07:23:59,Better work and social skills is better for life,4,word,5708431637872640,20,29,2
23,"life, death",2,MKMQTJH7,2015-03-06T15:24:41,life and death,4,topic-in-a-box,5708459823595520,20,30,1
4,i don't know,3,E8EFBJCU,2015-03-06T03:36:22,I have no idea,4,histogram,5708699268022272,5,15,2
7,real estate,4,2OR8XWL9,2015-03-05T17:32:33,This is an article about a piece of real estate for sale.,4,word,5708774161514496,10,23,4
33,Socializing at Jobs,4,QYBCI1LN,2015-03-05T20:39:25,How socializing in the work place makes life better.,4,topic-in-a-box,5709136012509184,10,62,4
11,people think ,5,ZF9Z1N1O,2015-03-03T06:43:21,People only think a little bit.,4,word,5709643623956480,5,48,5
5,Popular hotel restaurant,2,U99F1O4Q,2015-03-05T15:22:29,City likes new hotel bar and restaurant,4,wordcloud,5709942929489920,5,91,2
4,location,3,INGECKBS,2015-03-04T16:24:09,Am on west street and tomorrow west avenue,4,wordcloud,5710441951002624,5,83,5
45,Gas Shortages,2,G6JDESCU,2015-03-09T05:19:10,Gas shortages during Gerald Ford's presidency,4,topic-in-a-box,5711094517596160,5,48,2
2,Television series news.,4,TJ1QWOON,2015-03-04T00:49:22,The television series reaches 1 million views.,4,word,5711653668651008,5,80,3
13,Crime,4,44ICR8OD,2015-03-05T03:20:36,Articles describing use of force by police officers.,4,topic-in-a-box,5712133094375424,5,58,3
0,cooking,4,4H9EWC4P,2015-03-05T18:50:57,Instructions on cooking a fish.,4,wordcloud,5712313751437312,5,45,1
2,news ratings,3,XTEAEBTL,2015-03-09T02:09:30,different media and what people are watching or listening to,4,word,5712697077268480,20,83,3
23,Board member death,5,YI8XD0OR,2015-03-05T15:48:06,When a board member dies it is comment for the president of the board to appoint their friends or family as a replacement member.,4,topic-in-a-box,5713053022683136,5,94,5
7,real estate,3,IOD6RTAL,2015-03-06T04:17:29,Real estate varies a lot depending on it's amenities,4,topic-in-a-box,5713671497973760,20,126,3
3,Religion,4,YI474HCL,2015-03-06T07:16:40,"Words describe different religious sects, most of which meet in a church. ",4,word,5714552503140352,5,53,1
34,environmental studies,4,S17AWUII,2015-03-05T16:53:01,Studies of the Environment,4,histogram,5715199969460224,20,28,5
42,Death,4,INGECKBS,2015-03-04T16:24:09,Beloved wife has died,4,wordcloud,5715802070188032,5,42,5
49,Transportation,3,SV6FRQ46,2015-03-09T03:06:12,Immigrants and the way the travel through areas,4,topic-in-a-box,5715921523965952,20,74,1
24,Football,4,9JDHK29I,2015-03-03T07:19:27,Coverage of the Super Bowl,4,histogram,5716153183764480,20,23,3
39,Energy and Environment,2,4R6ZY5E3,2015-03-05T17:44:57,Best ways to fulfill energy needs while protecting the environment,4,wordcloud,5716763874426880,10,45,3
34,outdoors,5,7DA787VT,2015-03-05T12:31:17,These words describe nature.,4,wordcloud,5717495361044480,5,53,1
35,Business Heads,4,9HKADCYE,2015-03-04T17:59:58,All businesses need to have someone in charge.,4,wordcloud,5717679239331840,5,89,5
37,political issues,4,EOFAWE0Q,2015-03-04T04:35:19,Discussion of national American politics.,4,word,5718859818467328,20,19,3
22,Family,2,S0WUKFNK,2015-03-05T16:07:39,Amount of people in a household over time,4,topic-in-a-box,5719890610618368,10,21,5
43,unplanned family,2,2CDPSSHI,2015-03-05T17:59:19,The articles these words come from may represent articles talking unplanned pregnancy and if the individuals pursue marriage afterwards.,4,wordcloud,5720072341422080,10,135,3
34,Wether,4,4RGF5TVJ,2015-03-04T18:15:34,Nature consists of trees and whether as well as water,4,topic-in-a-box,5720684642697216,5,46,2
5,restaurant review,3,WRNEWC2F,2015-03-05T15:52:48,There is a restaurant in a hotel that is barlike.,4,wordcloud,5721493170290688,5,22,5
36,Building construction,3,PZFO5CA6,2015-03-03T09:53:31,building contrustion on a street,4,topic-in-a-box,5722127751708672,5,46,1
48,Baseball Contract,3,7TXP62DT,2015-03-05T11:57:38,Various contracts of MLB baseball players.,4,histogram,5722467590995968,5,51,3
47,political,4,DGGRY1EP,2015-03-05T16:07:21,Articles talk about laws to increase or decrease taxes.,4,word,5722752401014784,5,34,5
39,global warming,3,WR535G9E,2015-03-05T12:03:49,"Emerging countries need more power sources, but cause more toxic emissions into atmosphere.",4,topic-in-a-box,5723348596162560,10,94,5
26,Musician's life story,4,JBEY7BQZ,2015-03-04T01:22:05,Describes the musical life of a musician named John,4,word,5724607826886656,20,84,4
39,energy issues ,4,COK43LGS,2015-03-03T08:11:33,energy issues including oil and gas are being discussed ,4,wordcloud,5725044571373568,20,55,1
17,Supreme court,4,M0UELV4Z,2015-03-03T13:21:21,The judge ruled on a supreme court case.,4,topic-in-a-box,5725204022034432,10,19,4
15,entertainment visual,4,ALBTQ2L6,2015-03-05T11:43:42,Many forms of visual entertainment,4,wordcloud,5725851488354304,5,168,5
31,dining out,4,CCJN7ZD7,2015-03-03T04:06:55,These words could be part of a person's dining out preferences.,4,word,5726237766975488,10,46,2
23,Death in Family,3,Y3KXIM0U,2015-03-05T16:59:04,An article about the death of certain people,4,word,5726533045977088,20,87,1
9,Travel,4,5XY7CCCW,2015-03-06T12:51:59,This is an article about vacation destinations,4,word,5727029114699776,10,16,4
40,Basketball,3,1NNGXA4U,2015-03-05T15:33:41,The player scored many points during the basketball game.,4,topic-in-a-box,5727751206076416,5,46,5
42,Loss,5,K2MGSVGI,2015-03-04T07:32:27,Words that describe grief and loss.,4,word,5728044337594368,10,12,2
47,Tax Policy,4,PL5AUVUY,2015-03-05T15:30:59,The federal government need to change the tax policies.,4,word,5729487446605824,20,43,3
23,Obituary,3,NH4Q8WV7,2015-03-05T16:52:15,The announcement of a death,4,word,5730018411937792,20,72,5
7,House renovation,5,EGXSGF9O,2015-03-05T12:37:42,The renovation process of a house.,4,histogram,5730450056151040,5,24,5
2,World Series,4,XDCBR5BX,2015-03-09T01:35:05,A million people watched/listened to world series via television/radio,4,histogram,5730827476402176,5,49,4
24,test,1,K06VSZSN,2015-03-06T04:34:13,test,4,word,5731477627076608,10,4,3
17,court trial state,4,3VW41VPJ,2015-03-05T17:07:56,This concept is about the court system,4,word,5732492849971200,10,29,4
12,Digital Communications,4,U22H7ZFM,2015-03-05T16:42:11,Companies using the internet for digital information services.,4,topic-in-a-box,5733198298349568,20,32,5
46,theatre and museum,3,WR535G9E,2015-03-05T12:03:49,The theatre and art museum have lots of free parking in a convenient location.,4,topic-in-a-box,5733935958982656,10,47,5
49,Transportation in China,4,W9Q6WYO8,2015-03-09T05:28:14,transportation,4,topic-in-a-box,5734356060471296,10,19,4
21,Public opinion,3,LS16D5D9,2015-03-05T15:43:16,An article that includes a lot of interviews and public opinions. ,4,topic-in-a-box,5734367066324992,20,169,4
14,cancer study,3,3VLJE9GO,2015-03-05T18:19:30,Results of cancer treatment research.,4,wordcloud,5734553897402368,20,24,4
15,Arts,3,I1OAESZM,2015-03-03T06:59:59,"Arts can include different mediums, such as visual art, music, stage productions, and film.",4,word,5735271425376256,20,96,3
22,Family interview,3,5P09WQXU,2015-03-03T13:46:39,This is an interview with a family.,4,word,5736425966272512,10,24,1
37,politics,4,QXJTEAH3,2015-03-03T07:01:56,the upcoming election details,4,word,5736452004511744,20,20,1
2,Fox Network,4,ZZ3OQCDF,2015-03-09T03:05:11,Fox has high ratings and millions of viewers.,4,topic-in-a-box,5737234493865984,20,61,5
32,obituary,3,JYON8IL4,2015-03-05T11:58:19,This is a short statement of highlights of a person's life.,4,word,5737664527466496,10,53,5
38,Tennis match.,5,F7303FXD,2015-03-08T12:45:35,The words describe a Wimbledon tennis open involving Serena Williams.,4,topic-in-a-box,5738387155714048,20,84,1
47,Governmental Issues,4,QNL9XO3M,2015-03-04T01:31:47,Description of the issues facing the government,4,word,5738462049206272,10,53,4
10,Air Travel,4,AF07AQ1Y,2015-03-04T01:26:36,Travelling by airplanes and its hassles and conveniences ,4,word,5741348267229184,20,52,2
17,Legal system ,4,7VM41Z01,2015-03-04T04:29:49,This is about the legal system from charges through thr justice system and onto punishment. ,4,word,5741579927027712,20,105,5
23,obamacare,3,FPX2DGQA,2015-03-03T12:19:28,The concept is about Obamacare and it's consequences. ,4,topic-in-a-box,5741987680485376,5,37,4
36,City,3,9LEY9BXL,2015-03-03T06:29:00,Building in center street,4,wordcloud,5742200012931072,5,13,5
6,president,4,CTHSH1TB,2015-03-04T19:14:28,There maybe another Bush in the president office,4,topic-in-a-box,5743616009961472,5,40,2
1,Health Care,4,SX5Y2ZUV,2015-03-06T13:04:28,The concept describes words relating to healthcare or healthcare reform,4,wordcloud,5743958533603328,5,35,5
43,Types of people,4,7TXP62DT,2015-03-05T11:57:38,Different types of people based on gender and age.,4,histogram,5744125232021504,5,29,3
14,health drug concer,5,CQEKNBDU,2015-03-05T17:11:34,This concept is about cancer and its research,4,histogram,5744621300744192,20,26,3
16,Work From Home,3,KYVLF849,2015-03-05T19:00:27,The article talks about people who wish to work from home or take time from work to help at home.,4,histogram,5745127301578752,10,32,5
16,yeak,3,9LEY9BXL,2015-03-03T06:29:00,working for a year.,4,wordcloud,5745636523638784,5,12,5
42,Death in numbers. ,3,M3X0Y5A2,2015-03-03T12:37:45,Death and those effected by it. ,4,histogram,5746183595098112,5,66,1
15,Movie production,3,W6ZFK2CA,2015-03-05T12:41:05,The film industry as shown in museums ,4,histogram,5747610597982208,10,59,5
17,Justice,4,724KJX1J,2015-03-05T18:48:45,Justice in the form of the judicial system.,4,topic-in-a-box,5748237394771968,10,41,3
25,college educations,4,ALBTQ2L6,2015-03-05T11:43:42,a listing of available colleges and universities.,4,wordcloud,5750085036015616,5,219,5
0,Dog nutrition,3,ZX8X6WLX,2015-03-06T01:33:15,"The article discusses nutrition/food for dogs, and possibly how cigarettes affect them.",4,histogram,5750384341549056,20,80,5
31,Restaruant reviews.,4,5B20KONS,2015-03-05T12:04:01,Reviews of various resteraunts.,4,histogram,5750790484393984,20,48,1
23,Family has a passionate bonding.,5,0GABLDWP,2015-03-05T00:30:14, Jewish president's wife died and everyone from friends and family gave their condolences to him and he also got condolences from abroad on th egrief.,4,wordcloud,5751337555853312,20,186,1
24,Football season review,3,V5XWMQSX,2015-03-09T01:32:12,In-depth review of most recent successful football season at a major college,4,histogram,5751717660459008,5,49,4
29,Misadvertisment,2,PLVEC1VC,2015-03-06T00:43:18,False advertisment ,4,topic-in-a-box,5751948246515712,5,30,1
45, Car article,3,2YABPVND,2015-03-03T12:46:40,Descriptions of cars,4,word,5752455857963008,5,18,1
15,Film Museum,4,G2DR69AC,2015-03-05T17:22:57,"Museums may contain art, films, and other items.",4,wordcloud,5752679733133312,10,61,2
31,Resteraunt review.,4,EGXSGF9O,2015-03-05T12:37:42,Review of a resteraunt.,4,histogram,5752754626625536,5,24,5
32,war death,3,GKLUGTNZ,2015-03-05T15:55:17,People mourn war casualties,4,word,5753116477620224,10,21,1
4,location,4,GWWVGGKX,2015-03-04T21:11:43,The location describes the areas of which places are located.,4,word,5753201840095232,5,226,2
49,Travel Abroad,4,QWDSQ82Q,2015-03-03T08:22:24,This concept talks about going overseas and how hard it is.,4,wordcloud,5754422416113664,20,38,2
25,EDUCATION,5,0R9ZDIIW,2015-03-08T04:35:26,THESE WORDS ARE USED TO WHEN DISCUSSING EDUCATION.,4,histogram,5755256713510912,20,41,3
17,Court,3,KSNDXPLE,2015-03-03T04:00:09,These words represent a federal court case.,4,wordcloud,5755634133762048,10,25,5
40,competition,3,BIMBMQBP,2015-03-03T09:08:57,These are words used in games of competition.,4,histogram,5756113559486464,10,28,4
8,Market Prices Increase,4,0T91DRN3,2015-03-05T15:04:35,The market in the current year has increased a significant percent by millions of dollars.,4,histogram,5756294216548352,10,78,2
26,Musician,3,10EDEUN1,2015-03-05T18:54:17,A pop musician played a concert tonight.,4,histogram,5756677542379520,20,30,5
10,airline travelers security,4,CQEKNBDU,2015-03-05T17:11:34,This concept is about flight airline security,4,histogram,5757651963084800,20,31,3
37,Election,4,AUOUTUJT,2015-03-03T07:26:02,An upcoming election for the senate. ,4,topic-in-a-box,5757908587380736,10,29,4
12,Internet,4,Z5OGKEL3,2015-03-05T17:08:39,Something regarding technology and the internet.,4,histogram,5758532968251392,10,16,2
3,Religion,4,VOG0MS1L,2015-03-03T07:01:50,Concept of religion as juxtaposed between Christianity and Judaism.,4,topic-in-a-box,5758793619079168,10,17,3
26,Song Album,4,6XSGJT7F,2015-03-03T07:12:43,A rock singer released a new song album.,4,histogram,5759782535299072,10,62,5
3,Christianity and Judaism ,3,LS16D5D9,2015-03-05T15:43:16,History of Christianity and Judaism,4,topic-in-a-box,5760513753481216,20,90,4
17,trial,5,7DA787VT,2015-03-05T12:31:17,These words describe legal proceedings.,4,wordcloud,5760744339537920,5,36,1
40,games,4,NIHGZAQT,2015-03-05T16:47:20,play good.,4,wordcloud,5761035860443136,5,5,5
42,the end of life,3,2MVX7RAB,2015-03-06T04:52:47,"you stop breathing, your friends and loved ones mourn, you are dead",4,histogram,5761717418065920,5,108,5
30,Iraq War,4,KYVLF849,2015-03-05T19:00:27,The article discusses the ramfications of american involvement in Iraq and the various decisions of both American and Iraqi military and officials.,4,histogram,5762935578165248,10,59,5
32,Letter,3,VOIBLQJE,2015-03-06T15:14:40,Martin wrote his wife of many years a letter.,4,topic-in-a-box,5763263606292480,5,49,2
16,work from home,4,KHZN86MM,2015-03-05T16:31:22,home business book,4,wordcloud,5763785981689856,5,16,5
7,building estate weeks,4,8QPJD6ZQ,2015-03-05T18:33:12,building an estate in a short amount of time,4,histogram,5764671818694656,5,33,1
22,Children staying home,2,5RTWCQOL,2015-03-05T17:54:54,More children are staying with their parents longer.,4,histogram,5765634428239872,20,38,1
17,court,3,ZVDLH7RN,2015-03-05T15:15:34,judge the federal court case law,4,wordcloud,5766974458036224,5,21,4
4,New York City,4,M1NTHWXN,2015-03-06T02:39:21,New York City from a tourist perspective and the place people should visit.,4,wordcloud,5768382670438400,20,59,3
17,court lawyers jury,4,CQEKNBDU,2015-03-05T17:11:34,This concept is about the court system,4,histogram,5769120331071488,20,19,3
11,Good People Say,4,0S798TA9,2015-03-05T20:23:17,I'm sure good people really think they know what's going on at least a little.,4,topic-in-a-box,5769551438413824,10,121,4
0,Health,4,AA6KCOTJ,2015-03-06T12:56:49,This concept deals with nutrition/health,4,histogram,5769738269491200,20,12,5
46,Free art center,2,0RH3E8NF,2015-03-05T20:33:04,Free art center near new road,4,topic-in-a-box,5772418865954816,5,37,2
47,Federal tax laws,3,N1J2B0AB,2015-03-05T17:57:25,Discusses federal taxation laws.,4,topic-in-a-box,5773571527802880,5,18,2
14,New Drug Study,3,OXTIE2O0,2015-03-05T18:26:33,article discussing a new possible drug for cancer treatment,4,histogram,5776980121223168,20,47,3
11,i don't know,3,E8EFBJCU,2015-03-06T03:36:22,"I have no idea, nothing seems like it would be a main concept of an article",4,histogram,5777865958227968,5,41,2
23,Death Announcement,5,BFRMJM2W,2015-03-06T04:08:37,These words can be used to descirbe one's death announcement.,4,histogram,5778828567773184,5,45,1
3,Religion,3,SRK0OGSH,2015-03-05T21:31:26,This is about the relationship between catholics and jews,4,wordcloud,5779068012199936,10,30,2
13,Shooting,5,4ER7ZDG9,2015-03-05T18:54:16,A story revolving around the death of either a man or a police officer.,4,wordcloud,5779504756686848,5,21,1
24,Football,5,827IEQAX,2015-03-08T06:57:32,These words describe the NFL Playoffs.,4,wordcloud,5781463261773824,20,77,4
40,New York Sports,5,JWB4HWGZ,2015-03-03T13:30:26,New York teams competed in sporting events last night.,4,histogram,5782022412828672,20,69,1
0,Ocean Environmental Impact,3,NM9S0CI6,2015-03-03T10:31:20,How certain things affect our oceans,4,histogram,5782073415565312,5,107,2
48,baseball players contract,5,T97RXE52,2015-03-04T05:44:40,the baseball playersneed a contract,4,word,5782501838553088,5,54,1
5,new bar,4,HZRNU7IN,2015-03-05T17:52:37,This is an article discussing a new bar that has opened in town.,4,word,5782682495614976,20,26,2
42,Funeral service,4,JWSJQ5CW,2015-03-08T05:28:41,Funeral service is held for a devoted loved one,4,wordcloud,5783065821446144,20,49,2
11,intuition,2,E7C3HZA9,2015-03-05T14:59:29,People who know each other think the same so they do not need to speak as much.,4,word,5783421766860800,5,75,5
5,Amenities,4,EJ7NJ3J2,2015-03-03T11:31:22,Places to stay and eat at by city. ,4,histogram,5783723219877888,5,32,4
6,Iraq war,5,J0E36QGB,2015-03-05T21:27:54,This is about US military involvement in iraq,4,wordcloud,5784040242151424,10,26,1
28,foreign relations,3,MKLW0RDS,2015-03-04T08:04:00,Relations with other countries,4,word,5784296866447360,10,46,5
3,church choices,4,YUWGICK9,2015-03-09T01:53:44,Different types of religions.,4,wordcloud,5784325052170240,5,24,1
7,Apartment or House,4,37ZF0K2B,2015-03-05T20:40:10,Discussing the idea of living in an apartment or house,4,histogram,5784921247318016,20,38,5
23,Obituary,5,96OTUNLT,2015-03-05T16:38:02,An obituary of an executive (president),4,histogram,5785568713637888,10,36,5
33,age,1,I4QWA3HB,2015-03-05T18:13:06,people grow older and wiser,4,topic-in-a-box,5786902032547840,5,16,1
15,types of mediums,5,R8WV5TQC,2015-03-05T16:45:07,All of the different creative mediums to express yourself,4,histogram,5787132618604544,5,42,5
36,city,4,H8DYUZBJ,2015-03-04T04:37:31,A lot of objects and people in an area.,4,word,5788047983509504,5,11,2
28,USA nuclear power,5,E7C3HZA9,2015-03-05T14:59:29,"The United States is a world wide, international, nuclear power.",4,word,5790259354796032,5,40,5
10,airport,3,NIHGZAQT,2015-03-05T16:47:20,travel is cheap.,4,wordcloud,5790441085599744,5,6,5
12,online technology,4,JIETTK3K,2015-03-05T04:25:28,These articles discuss online technology and the internet.,4,word,5791238607339520,20,77,2
8,Financial market,2,U6QESW5W,2015-03-05T13:11:51,The financial market consists of a lot of (billions of dollars) worth of monetary transactions every year.,4,topic-in-a-box,5791861914468352,5,74,4
44,Events in auditorium,5,BXKSD9V7,2015-03-05T15:19:11,An overview of the theater plays and orchestra performances within a local auditorium.,4,histogram,5793121145192448,20,107,3
24,Sports,4,9HLEKMD2,2015-03-04T18:19:25,A team is a group working together,4,histogram,5794764238618624,10,40,1
32,obituary,4,Z2AYJ412,2015-03-03T13:28:51,"This is another obituary, probably of a man named Martin.",4,topic-in-a-box,5794976571064320,10,31,3
21,Current Events,4,SDNL70BL,2015-03-03T07:08:40,I feel like these words represent the news and current events.,4,histogram,5795413315551232,20,75,1
10,Airport Security,4,30J223HP,2015-03-03T07:28:24,"The increase of airport security, especially for international flights.",4,wordcloud,5795572766212096,5,41,1
19,Book review,4,C1D6ZX6Q,2015-03-05T16:18:18,review of books and writers.,4,word,5796901790154752,20,19,2
1,Sate and health care,4,LIYFX0HX,2015-03-06T00:28:00,Health insurance and funding from the government,4,histogram,5797397858877440,20,50,1
22,parents home,4,TGKB3W2I,2015-03-06T14:26:17, a home that belongs to your parent,4,topic-in-a-box,5797903859712000,20,23,1
31,Nightlife,3,GKENX5XE,2015-03-05T13:12:22,Discussing things people can do at night. ,4,topic-in-a-box,5798119950254080,5,28,5
31,Fine dining restaurant,5,URNJ2R3N,2015-03-05T14:56:27,Restaurant,4,word,5799856190783488,20,34,2
37,Politics,5,7AFZHK3D,2015-03-05T16:03:12,This is about the democratic party in politics.,4,histogram,5800387156115456,5,43,4
25,Education Program,5,TG7AL2WG,2015-03-05T18:34:22,Comparrison of educational programs for different levels of schooling.,4,histogram,5801846371254272,10,87,5
34,Winter weather,1,60UX58YQ,2015-03-05T16:15:11,The trees need water in winter,4,topic-in-a-box,5802861594148864,5,27,5
6,Iraq Bush,4,W9MFY8TQ,2015-03-05T16:02:31,article describing Bush involvement with Iraq ,4,topic-in-a-box,5803567042527232,10,85,3
24,football game,3,RB4NVCRM,2015-03-09T02:09:28,Football season includes a bowl game.,4,wordcloud,5804724804648960,5,53,4
31,review of restaurant,4,9H5LC98D,2015-03-05T15:03:54,a review of a restaurant or nightlife,4,histogram,5804735810502656,5,24,4
39,Global warming,5,DOBPQPOE,2015-03-05T17:42:23,Global warming is affected by the continued use of energy resources such as oil and gas.,4,topic-in-a-box,5804922641580032,10,57,4
2,Fox television views,4,WIXUWAX5,2015-03-05T00:02:02,Channel Fox has been getting millions of television views. ,4,word,5805232416096256,10,43,3
7,property taxes,4,XZ3NPR16,2015-03-03T09:52:40,This looks like an event to show people how to buy property,4,word,5806794710450176,20,44,1
26,music,4,CCJN7ZD7,2015-03-03T04:06:55,These words could describe a person's varied musical interests.,4,word,5806820748689408,10,73,2
11,Positve and people,1,JWSJQ5CW,2015-03-08T05:28:41,Someing with people and positive words.,4,wordcloud,5807603238043648,20,164,2
33,Sociology,3,QYARFABP,2015-03-06T21:49:54,American black people want better social work.,4,wordcloud,5808755899891712,20,106,4
40,sports game,3,IXFKH6HO,2015-03-03T13:27:49,A sports seasonr recap,4,histogram,5808830793383936,20,22,3
43,"Life cycle,  family",4,6LFOFEWF,2015-03-03T11:07:16,How people build a family,4,word,5811717011406848,20,65,4
12,information,4,OTVGSWNL,2015-03-03T07:24:47,Information that is exchanged between people through media.,4,histogram,5812356424663040,10,61,5
3,Religion,4,0KY1L9V4,2015-03-04T04:58:43,Types of religions and objects/places related to religion.,4,word,5813984754139136,20,47,3
24,Football,1,9PAJ34ZM,2015-03-09T02:16:25,Watching football and all that goes with it. ,4,wordcloud,5814252384288768,5,29,5
9,Winter sports,5,7RDFKZUI,2015-03-06T04:15:23,these words are used to describe winter sports,4,wordcloud,5814327277780992,10,56,5
25,Higher Education,4,8Z2UPEMZ,2015-03-06T18:38:20,This list refers to an article about public programs that help students pursue higher education.,4,histogram,5814689128775680,10,75,5
21,government,3,W9EH27B8,2015-03-05T16:30:07,questions about government and policies,4,word,5814990044921856,10,20,4
45,car,3,S2QB3R3E,2015-03-03T22:02:57,Debate vehicles: Ford vs. Toyota.,4,topic-in-a-box,5815196740222976,10,37,3
32,author dead,4,G7S0JNB8,2015-03-05T17:54:13,author dies from age.,4,topic-in-a-box,5815496045756416,20,49,4
3,Religion,3,0CA3TKMN,2015-03-03T07:33:12,An article about different religions.,4,word,5816552339275776,10,22,5
9,Olympic Games,5,JWSJQ5CW,2015-03-08T05:28:41,An update on how the United States are doing in the winter olympics,4,wordcloud,5817866867703808,20,44,2
45,Assembly Line,4,ZMD90VDE,2015-03-05T18:10:21,The assembly line was created to produce cars by Ford.,4,wordcloud,5818606138949632,5,61,2
2,media,3,S41WUGX5,2015-03-09T05:15:42,Entertainment avenues through television and radio distort viewers' opinions. ,4,histogram,5819224614240256,10,135,5
6,Government,4,BW3JWFB2,2015-03-05T13:09:10,President Bush's presidencey in the US.,4,wordcloud,5819438557298688,5,31,2
45,Ford automotive,4,FH190Z6W,2015-03-03T07:35:54,An article about Ford automotive and their products.,4,word,5819716119560192,5,27,4
24,Patriots vs Giants,4,B2VM0NX4,2015-03-09T05:20:58,Super bowl from a few years back: Giants vs. Patriots,4,histogram,5820105619406848,10,95,5
18,baseball,4,YULV6FIZ,2015-03-05T21:14:55,These words are from articles discussing baseball.,4,topic-in-a-box,5820753085726720,10,34,5
3,Religion ,4,FM54YUDZ,2015-03-04T06:23:47,different types of religion and religious history.,4,word,5821706300030976,20,66,2
26,music,4,CG0NVD1E,2015-03-07T01:51:35,"different sounds, genres and terms related to creating music.",4,wordcloud,5822086404636672,20,44,5
41,Iraq,3,FIKH9YBC,2015-03-05T21:34:10,This was back when hussein was overthrown in Iraq,4,histogram,5822316990693376,5,23,1
36,cities,3,3H4JOSE5,2015-03-05T14:52:02,things in a city,4,word,5822514827624448,20,28,1
4,manhattan west theater,4,8ZGADJSL,2015-03-03T10:17:26,On east broadway to west street manhattan. ,4,wordcloud,5822824602140672,10,40,5
28,World economic policy,2,U22H7ZFM,2015-03-05T16:42:11,How the international economic policies affect the world.,4,topic-in-a-box,5823048477310976,20,48,5
29,Misleading ads.,4,P3FGFCUV,2015-03-05T15:05:45,Article about misleading ads.,4,topic-in-a-box,5823485221797888,10,27,5
